producer, processor prod, processor model, cores, core base speed (GHz), ram type, ram cap (GB), ssd (GB), hdd (GB), gpu prod, gpu size (MB), screen type, screen size (inch), weight (kg), os, price(USD)
dell,intel, i5, 4, 2.5,ddr4, 4,500,0,intel, 1700,led tn, 15.6,1.89,windows pro 10.00,1369.5
dell,intel, i5, 4, 1.7,ddr4, 8,0,512,intel, 1700,led ips, 12.3,1.2,windows pro 10.00,1502.0
dell,intel, i7, 8, 2.9,ddr4, 16,0,512,amd, 8192,led ips, 17.3,4.7,windows home 10.00,2044.0
dell,intel, i5, 4, 2.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.84,linux ubuntu 0.00,1768.5
dell,intel, i5, 4, 1.6,ddr4, 4,500,0,nvidia, 2048,led tn, 15.6,1.86,linux ubuntu 0.00,962.5
dell,intel, i5, 4, 2.5,ddr4, 4,0,128,intel, 1700,led ips, 14.0,1.54,windows pro 10.00,1352.5
dell,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.36,windows pro 10.00,1896.5
dell,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.9,windows home 10.00,681.5
dell,intel, i3, 2, 1.2,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.72,windows home 10.00,550.5
dell,intel, i3, 2, 3.0,ddr4, 4,0,128,intel, 8192,led ips, 14.0,1.43,windows home 10.00,417.0
dell,intel, i5, 4, 1.7,ddr4, 8,0,128,intel, 1700,led ips, 14.0,1.39,chrome os  0.00,1389.5
dell,intel, i5, 4, 1.6,ddr4, 8,0,512,intel, 1700,led ips, 13.3,1.3,windows home 10.00,779.5
dell,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 15.6,1.65,windows home 10.00,700.0
dell,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 15.6,2.19,windows home 10.00,750.5
dell,intel, i3, 2, 3.0,ddr4, 8,0,128,intel, 8192,led ips, 15.6,1.71,windows home 10.00,485.5
dell,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,2.03,windows home 10.00,799.5
dell,intel, i3, 2, 2.1,ddr4, 8,0,256,intel, 1700,led tn, 15.6,1.95,windows home 10.00,500.0
dell,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.21,windows home 10.00,800.0
dell,intel, i3, 2, 3.0,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.98,windows pro 10.00,649.0
dell,intel, i3, 2, 3.0,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.64,windows pro 10.00,529.0
acer,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.6,windows home 10.00,699.5
acer,intel, i7, 4, 1.8,ddr3, 16,0,512,intel, 1700,led ips, 14.0,0.97,windows home 10.00,1198.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.7,windows home 10.00,1030.0
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.8,windows home 10.00,793.5
acer,intel, i7, 6, 2.2,ddr4, 16,0,256,nvidia, 6144,led ips, 15.6,2.7,windows home 10.00,1400.0
acer,intel, i3, 2, 2.2,ddr4, 4,1000,0,intel, 1700,led ips, 15.6,2.1,windows home 10.00,520.0
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.5,windows pro 10.00,852.5
acer,amd, ryzen 7, 4, 2.2,ddr4, 8,0,256,amd, 2048,led ips, 15.6,2.2,windows home 10.00,1465.5
acer,intel, i7, 4, 1.8,ddr3, 8,0,256,nvidia, 2048,led ips, 14.0,1.35,windows home 10.00,1200.0
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,0.99,windows home 10.00,749.0
acer,intel, i5, 4, 1.6,ddr3, 8,0,256,intel, 1700,led ips, 14.0,1.35,windows home 10.00,599.5
acer,intel, i7, 6, 2.6,ddr4, 16,2000,256,nvidia, 6144,led ips, 15.6,2.41,windows home 10.00,1327.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 17.3,2.5,windows home 10.00,2039.0
acer,intel, i7, 2, 1.5,ddr3, 16,0,512,intel, 1700,led ips, 14.0,0.89,windows home 10.00,1414.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 17.3,2.7,windows home 10.00,1050.5
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,nvidia, 4096,led ips, 15.6,2.5,windows home 10.00,699.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,2.1,windows home 10.00,1899.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.9,windows home 10.00,968.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.83,windows pro 10.00,849.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.0,windows home 10.00,1500.0
acer,amd, ryzen 3, 2, 2.6,ddr4, 4,0,128,amd, 2048,led ips, 15.6,1.9,windows home 10.00,377.5
acer,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 8192,led ips, 17.3,4.5,windows pro 10.00,4300.0
acer,intel, i3, 2, 2.2,ddr4, 4,0,0,intel, 1700,led ips, 15.6,1.95,chrome os  0.00,470.5
acer,intel, i7, 4, 1.8,ddr4, 8,0,512,intel, 1700,led ips, 14.0,1.7,windows home 10.00,720.0
acer,intel, i5, 4, 1.6,ddr4, 8,0,0,intel, 1700,led ips, 14.0,1.5,chrome os  0.00,922.0
acer,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.19,windows home 10.00,650.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.8,windows home 10.00,699.5
acer,intel, i5, 4, 1.0,ddr4, 8,0,512,intel, 8192,led ips, 14.0,0.99,windows home 10.00,899.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.16,windows pro 10.00,1374.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.5,windows pro 10.00,1930.0
acer,intel, i7, 6, 2.6,ddr4, 32,0,2048,nvidia, 16384,led ips, 15.6,2.1,windows pro 10.00,3800.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 15.6,2.35,windows pro 10.00,1630.0
acer,intel, i5, 4, 1.6,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,620.0
acer,intel, i3, 2, 2.1,ddr4, 4,0,128,intel, 1700,led ips, 15.6,1.9,windows home 10.00,550.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.8,windows pro 10.00,753.5
acer,intel, i5, 4, 1.0,ddr4, 8,0,256,intel, 8192,led ips, 15.6,1.9,windows home 10.00,399.5
acer,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,amd, 2048,led tn, 15.6,1.8,windows home 10.00,520.0
acer,amd, ryzen 5, 6, 3.0,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,620.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 15.6,2.5,windows home 10.00,1175.5
acer,intel, i5, 4, 2.5,ddr4, 8,0,256,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,703.0
acer,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 14.0,1.2,windows home 10.00,579.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 8192,led ips, 15.6,2.1,windows home 10.00,1999.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.6,windows pro 10.00,729.0
acer,intel, i5, 4, 2.5,ddr4, 8,0,512,nvidia, 4096,led ips, 17.3,2.2,windows home 10.00,800.0
acer,intel, i5, 4, 1.1,ddr4, 8,0,512,intel, 8192,led ips, 13.5,1.19,windows home 10.00,700.0
acer,intel, i3, 2, 1.2,ddr4, 8,0,128,intel, 8192,led ips, 15.6,2.72,windows home 10.00,530.0
acer,intel, i5, 4, 1.1,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.5,windows home 10.00,600.0
acer,intel, i5, 4, 1.1,ddr4, 16,0,512,intel, 8192,led ips, 13.5,1.2,windows home 10.00,932.0
acer,amd, ryzen 5, 6, 2.3,ddr4, 8,0,256,amd, 2048,led ips, 15.6,1.8,windows home 10.00,1352.5
acer,intel, i5, 4, 1.0,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,2.72,windows home 10.00,650.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 6144,led ips, 17.3,2.9,windows home 10.00,1299.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,1384.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,512,nvidia, 4096,led ips, 14.0,1.73,windows home 10.00,1280.5
acer,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 6144,led ips, 15.6,2.5,windows pro 10.00,2499.5
acer,intel, i5, 4, 1.6,ddr4, 8,0,128,intel, 1700,led ips, 13.5,1.37,chrome os  0.00,676.5
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 15.6,1.9,windows home 10.00,480.5
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.04,windows home 10.00,1000.0
acer,intel, i7, 6, 2.6,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,2.2,windows home 10.00,1699.5
acer,intel, i7, 4, 2.8,ddr4, 8,0,256,intel, 8192,led ips, 14.0,1.2,windows home 10.00,800.0
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.5,windows home 10.00,1400.0
acer,intel, i7, 4, 2.8,ddr4, 16,0,1024,nvidia, 2048,led ips, 14.0,1.5,windows home 10.00,1700.0
acer,intel, i7, 4, 2.8,ddr4, 8,0,512,intel, 8192,led ips, 13.5,1.19,windows home 10.00,900.0
acer,intel, i5, 4, 2.5,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.5,windows home 10.00,1000.0
acer,intel, i7, 6, 2.6,ddr4, 8,0,256,nvidia, 6144,led ips, 15.6,2.5,windows home 10.00,975.5
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.7,windows home 10.00,650.5
acer,intel, i5, 4, 2.4,ddr4, 8,0,512,intel, 8192,led ips, 14.0,1.37,windows home 10.00,900.0
apple,intel, i7, 6, 2.6,ddr4, 32,0,512,amd, 4096,led ips, 15.4,1.83,macos  11.00,3099.5
apple,intel, i7, 6, 2.6,ddr4, 32,0,1024,amd, 4096,led ips, 15.4,1.83,macos  11.00,3230.0
apple,intel, i3, 2, 1.1,ddr4, 16,0,512,intel, 8192,led ips, 13.3,1.25,macos  11.00,1399.5
apple,intel, i7, 6, 2.6,ddr4, 32,0,4096,amd, 4096,led ips, 15.4,1.83,macos  11.00,4410.0
apple,intel, i7, 6, 2.6,ddr4, 32,0,512,amd, 4096,led ips, 15.4,1.83,macos  11.00,3099.5
apple,intel, i3, 2, 1.1,ddr4, 16,0,512,intel, 8192,led ips, 13.3,1.25,macos  11.00,1399.5
apple,intel, i5, 4, 1.4,ddr3, 16,0,2048,intel, 128,led ips, 13.3,1.37,macos  11.00,2499.5
apple,intel, i5, 4, 1.4,ddr3, 16,0,128,intel, 128,led ips, 13.3,1.37,macos  11.00,1450.0
apple,intel, i7, 6, 2.6,ddr4, 64,0,8192,amd, 4096,led ips, 16.1,2.0,macos  11.00,5599.5
apple,intel, i5, 4, 2.0,ddr4, 32,0,1024,intel, 8192,led ips, 13.3,1.4,macos  11.00,2399.5
apple,intel, i5, 4, 2.0,ddr4, 32,0,2048,intel, 8192,led ips, 13.3,1.4,macos  11.00,2799.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 6144,led ips, 15.6,1.9,windows pro 10.00,2929.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,512,amd, 2048,led tn, 15.6,1.59,windows home 10.00,610.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,128,amd, 2048,led tn, 15.6,1.59,windows home 10.00,570.5
asus,intel, i7, 6, 2.6,ddr4, 16,2000,1024,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,1329.0
asus,intel, i7, 6, 2.6,ddr4, 32,0,512,nvidia, 6144,led ips, 15.6,1.9,windows home 10.00,1540.0
asus,intel, i7, 4, 1.8,ddr4, 16,0,2048,nvidia, 2048,led ips, 14.0,1.5,windows pro 10.00,2009.0
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.65,windows pro 10.00,1450.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 64,2000,4096,nvidia, 6144,led ips, 15.6,2.3,windows pro 10.00,2915.0
asus,intel, i7, 6, 2.6,ddr4, 64,0,6144,nvidia, 6144,led ips, 17.3,2.85,windows home 10.00,2949.0
asus,intel, i7, 6, 2.6,ddr4, 32,0,6144,nvidia, 6144,led ips, 17.3,2.85,windows home 10.00,2789.5
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,1024,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,740.0
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,730.0
asus,intel, i7, 8, 2.3,ddr4, 16,0,2048,nvidia, 8192,led ips, 17.3,2.9,windows home 10.00,2659.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2679.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,2048,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2279.5
asus,intel, i7, 8, 2.3,ddr4, 48,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,4429.0
asus,amd, ryzen 5, 6, 3.0,ddr4, 16,1000,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1169.5
asus,intel, i7, 6, 2.6,ddr4, 40,0,4096,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,3379.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,2499.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1499.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,1024,nvidia, 4096,led ips, 14.0,1.6,windows home 10.00,1176.5
asus,intel, i7, 6, 2.6,ddr4, 24,2000,512,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1589.5
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 13.3,1.11,windows home 10.00,1000.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,512,intel, 8192,oled, 13.3,1.2,windows pro 10.00,1549.0
apple,intel, i7, 6, 2.6,ddr4, 32,0,4096,amd, 4096,led ips, 16.1,2.0,macos  11.00,3999.5
apple,intel, i7, 6, 2.6,ddr4, 32,0,8192,amd, 4096,led ips, 16.1,2.0,macos  11.00,5199.5
apple,intel, i5, 4, 1.4,ddr3, 16,0,128,intel, 128,led ips, 13.3,1.37,macos  11.00,1450.0
apple,intel, i5, 4, 1.4,ddr3, 16,0,512,intel, 128,led ips, 13.3,1.37,macos  11.00,1899.5
apple,intel, i5, 4, 2.0,ddr4, 32,0,4096,intel, 8192,led ips, 13.3,1.4,macos  11.00,3399.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 40,0,2048,nvidia, 6144,led ips, 14.0,1.7,windows home 10.00,1794.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,2048,nvidia, 2048,led ips, 14.0,1.5,windows pro 10.00,2009.0
asus,intel, i3, 2, 1.2,ddr4, 20,0,1024,intel, 8192,led ips, 15.6,1.75,windows home 10.00,799.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,2048,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2279.5
asus,intel, i7, 6, 2.6,ddr4, 32,0,4096,nvidia, 6144,led ips, 15.6,1.98,windows pro 10.00,2679.5
asus,intel, i7, 4, 1.8,ddr4, 16,0,1024,nvidia, 4096,led ips, 15.6,1.65,windows pro 10.00,1450.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 16,0,4096,nvidia, 6144,led ips, 15.6,2.1,windows home 10.00,2075.5
asus,intel, i7, 4, 2.8,ddr4, 32,0,2048,intel, 8192,led ips, 14.0,0.86,windows pro 10.00,2000.0
asus,intel, i7, 8, 2.3,ddr4, 64,0,4096,nvidia, 8192,led ips, 17.3,2.9,windows home 10.00,3909.0
asus,intel, i7, 6, 2.6,ddr4, 40,0,4096,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,3379.5
asus,intel, i7, 6, 2.6,ddr4, 40,0,2048,nvidia, 8192,led ips, 17.3,2.6,windows home 10.00,2919.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,512,intel, 8192,oled, 13.3,1.2,windows pro 10.00,1549.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 40,0,4096,nvidia, 4096,led ips, 14.0,1.6,windows home 10.00,2559.5
asus,amd, ryzen 7, 8, 2.9,ddr4, 64,1000,256,nvidia, 6144,led ips, 15.6,2.3,windows pro 10.00,2169.5
asus,intel, i7, 6, 2.6,ddr4, 16,1000,256,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,943.0
asus,intel, i7, 6, 2.6,ddr4, 32,2000,2048,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,1337.0
asus,amd, ryzen 7, 8, 2.9,ddr4, 32,0,2048,nvidia, 4096,led ips, 17.3,2.58,windows home 10.00,1430.0
asus,intel, i7, 6, 2.6,ddr4, 32,1000,1024,nvidia, 4096,led ips, 15.6,2.4,windows home 10.00,1209.0
asus,intel, i7, 6, 2.6,ddr4, 64,0,1024,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,2000.0
asus,intel, i7, 6, 2.6,ddr4, 16,0,2048,nvidia, 4096,led ips, 15.6,2.3,windows home 10.00,1909.0
asus,intel, i7, 6, 2.6,ddr4, 24,2000,0,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,1339.0
asus,intel, i7, 6, 2.6,ddr4, 24,0,4096,nvidia, 4096,led ips, 15.6,2.0,windows home 10.00,2107.0
asus,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 13.3,1.11,windows home 10.00,1000.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,512,amd, 2048,led tn, 15.6,1.59,windows home 10.00,610.0
asus,amd, ryzen 5, 4, 2.1,ddr4, 4,0,128,amd, 2048,led tn, 15.6,1.59,windows home 10.00,570.5
asus,intel, i7, 8, 2.3,ddr4, 40,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,3905.0
asus,intel, i7, 8, 2.3,ddr4, 24,0,6144,nvidia, 8192,led ips, 15.6,2.0,windows home 10.00,3825.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 8,0,1024,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,1000.0
asus,amd, ryzen 7, 8, 2.0,ddr4, 8,0,512,nvidia, 2048,led ips, 15.6,1.9,windows home 10.00,900.0
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,128,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,690.5
asus,amd, ryzen 5, 6, 2.3,ddr4, 8,0,512,nvidia, 2048,led ips, 14.0,1.15,windows pro 10.00,730.0
hp,intel, i5, 4, 1.0,ddr4, 12,1000,256,nvidia, 2048,led ips, 17.3,2.73,windows pro 10.00,900.0
hp,intel, i7, 4, 1.9,ddr4, 8,0,256,intel, 1700,led ips, 15.6,1.77,windows pro 10.00,1647.0
hp,intel, i5, 4, 2.4,ddr4, 16,0,512,intel, 8192,led ips, 13.3,1.24,windows home 10.00,620.0
hp,intel, i3, 2, 1.0,ddr4, 4,0,256,intel, 1700,led tn, 11.6,1.43,windows pro 10.00,801.0
hp,intel, i3, 2, 3.0,ddr4, 16,0,512,intel, 8192,led tn, 14.0,1.47,windows pro 10.00,610.0
hp,intel, i3, 2, 3.0,ddr4, 12,0,512,intel, 8192,led tn, 14.0,1.47,windows pro 10.00,570.5
hp,intel, i7, 4, 1.8,ddr4, 8,0,256,intel, 1700,led ips, 13.3,1.17,windows pro 10.00,995.5
hp,intel, i5, 4, 1.0,ddr4, 16,0,256,intel, 8192,led tn, 14.0,1.6,windows home 10.00,639.0
hp,intel, i5, 4, 1.0,ddr4, 16,0,512,intel, 8192,led tn, 14.0,1.6,windows home 10.00,700.0
hp,intel, i5, 4, 2.4,ddr4, 12,1000,256,intel, 8192,led tn, 15.6,1.92,windows pro 10.00,730.0
hp,intel, i5, 4, 1.6,ddr4, 8,0,256,intel, 1700,led ips, 14.0,1.68,windows home 10.00,940.0
hp,intel, i7, 4, 2.8,ddr4, 8,0,1024,intel, 8192,led ips, 13.3,1.32,windows home 10.00,1050.5
hp,intel, i7, 4, 2.8,ddr4, 8,0,2048,intel, 8192,led ips, 13.3,1.32,windows home 10.00,1220.0
hp,intel, i5, 4, 2.4,ddr4, 16,0,1024,intel, 8192,led tn, 14.0,1.54,windows pro 10.00,860.5
hp,intel, i5, 4, 2.4,ddr4, 16,0,512,intel, 8192,led tn, 14.0,1.54,windows pro 10.00,720.0
hp,intel, i7, 6, 1.1,ddr4, 4,0,512,intel, 1700,led ips, 15.6,1.76,windows pro 10.00,1675.5
hp,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 15.6,2.0,windows pro 10.00,1150.5
hp,intel, i5, 4, 2.5,ddr4, 16,2000,2048,intel, 1700,led ips, 15.6,2.42,windows pro 10.00,2418.0
hp,amd, ryzen 5, 4, 2.1,ddr4, 16,0,512,amd, 2048,led ips, 14.0,1.6,windows pro 10.00,839.0
hp,amd, ryzen 5, 6, 3.0,ddr4, 64,2000,2048,nvidia, 4096,led ips, 15.6,1.98,windows home 10.00,1499.5
hp,intel, i7, 4, 1.3,ddr4, 8,0,2048,intel, 8192,led ips, 13.3,1.17,windows home 10.00,1159.5
hp,intel, i7, 6, 2.6,ddr4, 16,0,512,intel, 1700,led ips, 15.6,1.79,no os  0.00,1945.0
hp,intel, i7, 4, 1.8,ddr4, 32,0,1024,nvidia, 2048,led ips, 15.6,2.18,windows home 10.00,1899.5
hp,intel, i5, 4, 1.6,ddr4, 16,0,512,intel, 1700,led ips, 13.3,1.31,windows home 10.00,1564.5
hp,intel, i5, 4, 1.6,ddr4, 32,0,1024,intel, 1700,led ips, 13.3,1.31,windows home 10.00,1963.5
hp,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 15.6,1.92,windows pro 10.00,1470.5
hp,intel, i7, 4, 2.8,ddr4, 16,0,1024,intel, 8192,led ips, 15.6,1.92,windows pro 10.00,1470.5
hp,intel, i5, 4, 2.4,ddr4, 16,0,1024,intel, 8192,led ips, 15.6,1.97,windows pro 10.00,1140.0
hp,intel, i7, 6, 2.6,ddr4, 24,0,1024,nvidia, 8192,led ips, 15.6,2.35,windows home 10.00,2900.0
hp,amd, ryzen 3, 4, 2.5,ddr4, 32,0,256,amd, 2048,led ips, 15.6,1.77,windows pro 10.00,1346.0
hp,amd, ryzen 3, 4, 2.5,ddr4, 8,0,512,amd, 2048,led ips, 15.6,1.77,windows home 10.00,1116.0
hp,intel, i5, 4, 1.6,ddr4, 4,0,512,intel, 1700,led ips, 14.0,1.45,windows home 10.00,1385.5
